Committee num,Barzel,Name,Symbol,Voters,Invalid,Avoda,Yemina,Yahadut Hatora,Meshutefet,Hayisraelim,Tzomet,Tziyonut Detit,Gimlaim,Calcalit,Brit Shutafut,Kvod Haadam,Gush Tanachi,Manhigut Hevratit,Halev Hayehudi,Ani veAta,Kahol Lavan,Yisrael Beytenu,Likud,Meretz,Kamah,Olam Hadash,Anahnu,Raam,Yesh Atid,Pirates,Atzmenu,Maan,Hetz,Daam,Habilti Efshari,Shema,Seder Hadash,Mishpat Tzedek,Rapeh,Hatikva Leshinui,Am Shalem,Democratit,Shas,Tikva Hadasha
11,5954,??? ?????,7900,358,2,21,34,2,0,0,0,15,0,1,0,0,0,0,0,1,37,21,95,17,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,10,25
11,5955,??? ?????,7900,359,1,21,77,5,0,0,0,27,0,2,0,0,0,0,0,0,31,6,91,10,0,0,0,0,61,0,0,0,0,0,1,0,0,0,0,0,0,0,12,14
11,5956,??? ?????,7900,360,0,11,54,5,0,0,0,26,0,6,0,0,0,0,0,1,40,10,103,16,0,0,0,0,55,0,0,0,0,0,0,0,0,0,1,0,0,0,11,21
11,5957,??? ?????,7900,375,0,16,70,3,0,0,0,24,0,1,0,0,0,0,0,0,35,9,99,21,0,0,0,0,71,0,0,0,0,0,0,0,0,0,2,0,0,0,5,19
11,5958,??? ?????,7900,269,3,11,56,8,0,0,0,25,1,2,0,0,0,0,0,0,18,5,59,10,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19
11,5959,??? ?????,7900,299,2,9,68,11,1,0,0,43,0,2,0,0,0,0,0,0,22,6,61,2,0,0,0,0,47,0,0,0,0,0,0,0,0,0,2,0,0,0,5,18
11,5960,??? ?????,7900,427,0,9,112,10,0,0,0,52,0,3,0,0,0,0,0,0,31,4,106,6,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,23,24
11,5961,??? ?????,7900,413,1,17,112,12,0,0,0,49,0,3,0,0,0,0,0,0,43,9,71,6,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25
11,5962,??? ?????,7900,419,0,17,94,7,0,0,0,57,0,8,0,0,0,0,0,0,40,8,90,5,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20
11,5963,??? ?????,7900,427,0,9,105,9,0,0,0,67,0,1,0,0,0,0,0,0,22,9,94,13,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,10,34
11,5964,??? ?????,7900,434,0,22,45,4,0,0,1,17,0,7,0,0,0,0,0,0,53,16,119,11,0,0,0,0,102,0,0,0,0,0,0,0,0,0,2,0,0,0,12,23
11,5965,??? ?????,7900,450,0,31,47,2,0,0,0,11,0,6,0,0,0,0,0,0,41,12,113,17,0,0,0,0,119,0,0,0,0,0,0,0,0,0,2,0,0,0,9,40
11,5966,??? ?????,7900,469,1,24,42,1,0,0,0,18,0,7,0,0,0,0,0,0,52,11,134,21,0,0,0,0,116,0,0,0,0,0,1,0,0,0,0,0,0,0,9,32
11,5967,??? ?????,7900,455,1,23,32,2,0,0,0,12,0,3,0,0,0,0,0,0,63,27,121,8,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,15,37
11,5968,??? ?????,7900,451,0,31,40,4,0,0,1,17,0,3,0,0,0,0,0,0,57,10,123,20,0,0,0,0,115,0,0,0,0,0,0,0,0,0,1,0,0,0,5,24
11,5969,??? ?????,7900,356,1,17,43,2,0,0,0,21,0,6,0,0,0,0,0,0,47,6,75,12,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26
11,5970,??? ?????,7900,360,2,26,50,0,0,0,0,13,0,2,0,0,0,0,0,0,41,12,69,14,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,9,28
11,5971,??? ?????,7900,362,0,18,51,0,0,0,0,15,0,3,0,0,0,0,0,0,44,13,87,13,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,1,0,0,3,18
11,5972,??? ?????,7900,326,3,6,18,1,0,0,0,11,0,2,0,0,0,0,0,1,21,59,127,7,0,0,0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,25,16
11,5973,??? ?????,7900,296,3,7,10,5,1,0,0,13,0,1,0,0,0,0,0,1,16,49,104,4,0,0,0,0,31,0,0,0,0,0,1,0,0,0,3,0,0,0,30,17
11,5974,??? ?????,7900,293,2,11,13,2,0,0,0,9,0,0,0,0,0,0,0,0,19,60,112,4,0,0,0,1,40,1,0,0,1,0,0,0,0,1,1,0,0,0,11,5
11,5975,??? ?????,7900,321,1,9,17,3,0,0,0,6,0,2,0,0,0,0,0,0,28,54,103,4,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,43,19
11,5976,??? ?????,7900,284,7,4,13,4,0,0,0,5,0,2,0,0,0,0,0,0,20,69,98,3,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14
11,5977,??? ?????,7900,260,2,4,7,1,0,0,0,10,0,6,0,0,0,0,0,0,9,58,75,0,0,0,1,0,43,0,1,0,0,0,0,0,0,0,0,0,0,0,23,20
11,5978,??? ?????,7900,276,2,7,6,4,0,0,0,5,0,0,1,0,0,0,0,0,11,90,84,1,0,0,0,0,31,1,0,0,0,0,0,1,0,0,3,1,0,0,7,21
11,5979,??? ?????,7900,301,4,12,10,2,1,0,0,9,0,5,0,0,0,0,0,0,15,68,84,7,1,0,0,0,47,0,0,0,0,0,0,0,0,1,1,0,0,0,13,21
11,5980,??? ?????,7900,402,3,16,30,2,0,0,0,21,0,3,0,0,0,0,0,0,25,43,150,9,0,0,0,0,43,0,1,0,0,0,0,0,0,0,0,0,0,0,21,35
11,5981,??? ?????,7900,377,1,12,23,3,0,0,0,19,0,4,0,0,0,0,0,1,21,45,145,10,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,27,18
11,5982,??? ?????,7900,403,0,17,27,8,1,0,0,25,0,2,0,0,0,0,0,0,16,33,169,8,0,0,0,0,46,0,0,0,0,0,0,0,0,1,2,1,0,0,29,18
11,5983,??? ?????,7900,397,0,12,23,4,0,0,0,13,0,2,0,0,0,0,1,0,23,46,143,9,0,0,0,0,65,0,0,0,0,0,0,0,0,2,4,0,0,0,25,25
11,5984,??? ?????,7900,265,2,7,11,2,0,0,0,2,0,4,0,0,0,0,0,4,13,49,93,3,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19
11,5985,??? ?????,7900,261,0,10,13,0,0,0,0,7,0,4,0,0,0,0,0,0,10,64,85,1,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,23,11
11,5986,??? ?????,7900,269,4,7,11,0,0,0,0,6,1,4,0,0,0,0,0,0,18,67,81,1,0,0,0,0,35,0,0,0,0,0,0,0,1,0,4,0,0,0,16,13
11,5987,??? ?????,7900,236,1,11,10,1,0,0,0,3,0,2,0,0,0,0,0,1,14,67,53,4,2,0,0,0,36,0,0,0,0,0,0,0,0,0,1,0,0,0,12,18
11,5988,??? ?????,7900,407,1,11,27,40,1,0,0,51,0,0,0,0,0,0,0,0,30,32,87,12,0,0,0,0,44,0,0,0,0,0,0,0,0,0,2,0,0,0,45,24
11,5989,??? ?????,7900,382,4,7,29,45,1,0,0,38,0,2,0,1,0,0,0,0,17,39,73,10,0,0,0,0,41,0,0,0,0,0,0,0,0,0,2,0,0,0,63,10
11,5990,??? ?????,7900,386,0,19,39,43,1,0,0,23,0,4,0,0,0,0,0,0,18,39,70,5,0,0,0,0,60,0,0,0,0,0,0,0,0,0,2,0,0,0,40,23
11,5991,??? ?????,7900,389,1,15,24,62,0,0,0,49,0,0,0,0,0,0,0,0,19,30,78,8,0,0,0,0,62,0,0,0,0,0,0,0,0,0,4,0,0,0,20,17
11,5992,??? ?????,7900,367,2,19,21,33,1,0,0,13,0,3,0,0,0,0,0,1,19,33,95,9,0,1,0,0,51,0,0,0,0,0,0,0,0,0,4,0,0,0,42,20
11,5993,??? ?????,7900,345,3,14,12,45,0,0,0,18,0,6,0,0,0,0,0,0,17,39,87,6,1,0,0,0,36,1,0,0,0,1,0,0,0,0,1,0,0,0,43,15
11,5994,??? ?????,7900,323,1,11,9,37,0,0,0,25,0,3,0,0,0,0,0,0,10,52,71,8,1,0,0,0,48,0,0,0,0,0,0,0,0,0,2,0,0,0,32,13
11,5995,??? ?????,7900,385,3,18,37,25,0,0,0,23,0,4,0,0,0,0,0,0,23,26,102,10,0,0,0,0,66,1,0,0,0,0,0,0,0,0,1,0,0,0,37,9
11,5996,??? ?????,7900,359,0,17,20,34,0,0,0,13,0,7,0,0,0,0,0,0,31,35,86,7,0,0,0,0,48,0,0,0,0,0,0,0,0,1,1,0,0,0,39,20
11,5997,??? ?????,7900,373,5,22,36,15,1,0,0,16,0,2,1,0,0,1,0,0,20,31,109,17,0,0,0,0,53,0,0,0,0,0,0,0,0,0,3,1,0,0,19,21
11,5998,??? ?????,7900,369,5,21,29,25,0,0,0,22,0,4,0,0,0,0,0,0,23,44,98,7,0,0,0,0,58,0,0,0,0,1,0,0,0,0,4,1,0,0,7,20
11,5999,??? ?????,7900,338,4,20,23,1,0,0,0,4,0,1,0,0,0,0,0,0,22,31,94,15,0,0,0,0,70,1,0,0,0,0,0,0,0,0,6,1,0,0,17,28
11,6000,??? ?????,7900,310,3,16,17,0,0,0,0,10,0,5,0,0,0,0,0,0,26,20,110,9,0,0,0,0,64,0,0,0,0,0,0,0,0,0,1,0,0,0,6,23
11,6001,??? ?????,7900,301,1,19,18,0,0,0,0,11,0,2,0,0,0,0,0,0,19,34,98,8,0,0,0,2,56,0,0,0,0,0,0,0,0,1,0,0,0,0,5,27
11,6002,??? ?????,7900,334,1,27,16,1,0,0,0,4,0,6,0,0,0,0,0,0,20,34,85,13,0,0,0,0,97,1,0,0,0,0,0,0,0,1,2,0,0,0,7,19
11,6003,??? ?????,7900,397,1,18,21,3,0,0,0,15,0,8,0,0,0,0,0,0,25,11,178,6,0,0,0,0,63,0,0,0,0,0,0,0,0,0,4,0,0,0,28,16
11,6004,??? ?????,7900,426,0,8,17,2,0,0,0,8,0,6,0,0,0,0,0,0,37,8,209,4,1,0,0,0,66,0,0,0,0,0,0,0,0,0,0,1,0,0,30,29
11,6005,??? ?????,7900,414,1,18,21,1,0,0,0,15,0,10,0,0,0,0,0,0,32,16,198,14,0,0,0,0,54,0,0,0,0,0,0,0,0,0,3,0,0,0,14,17
11,6006,??? ?????,7900,303,1,18,16,24,0,0,0,15,0,2,0,0,0,0,0,0,13,26,101,9,0,0,0,0,42,0,0,0,0,0,0,0,0,0,1,1,0,0,22,12
11,6007,??? ?????,7900,357,3,10,18,36,0,0,0,7,1,4,0,0,1,0,0,1,24,48,101,8,0,0,0,0,43,0,0,0,0,0,0,0,0,0,1,0,0,0,31,20
11,6008,??? ?????,7900,355,1,16,18,18,0,0,0,13,0,1,0,0,0,0,0,1,20,52,127,15,0,0,0,0,31,0,1,0,0,0,0,0,0,0,0,0,0,0,26,15
11,6009,??? ?????,7900,358,2,8,10,24,0,0,0,13,0,4,0,0,0,0,0,0,18,58,116,7,0,0,0,0,46,1,0,0,0,0,0,0,0,0,1,0,0,0,37,13
11,6010,??? ?????,7900,362,3,13,11,30,1,0,0,19,0,5,0,0,0,0,0,0,20,59,103,9,0,0,0,0,55,1,0,0,0,0,0,0,0,0,1,0,0,0,19,13
11,6011,??? ?????,7900,343,5,14,25,26,1,0,0,28,0,0,0,0,0,0,0,0,17,32,82,10,0,0,0,0,34,0,0,0,0,0,0,0,0,0,1,0,1,0,53,14
11,6012,??? ?????,7900,319,0,5,25,37,0,0,0,25,0,3,0,0,0,0,0,0,26,43,69,8,0,1,0,0,38,0,0,0,0,0,0,0,0,0,4,0,0,0,26,9
11,6013,??? ?????,7900,330,1,15,22,29,1,0,0,13,0,2,0,0,0,0,0,0,18,35,93,10,0,1,0,0,48,1,0,0,0,0,0,0,0,0,0,1,0,0,25,15
11,6014,??? ?????,7900,317,2,13,12,32,0,0,0,26,0,4,0,0,0,0,0,0,16,36,54,4,0,0,0,0,65,0,0,0,0,0,0,0,0,0,3,0,0,0,24,26
11,6015,??? ?????,7900,356,1,10,25,54,0,0,0,22,0,0,1,0,0,0,0,0,13,33,79,5,0,0,0,0,58,0,0,0,0,0,0,0,0,0,3,0,0,0,41,11
11,6016,??? ?????,7900,362,2,10,21,41,0,0,0,27,0,4,0,0,0,0,0,0,27,54,72,7,1,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,29,9
11,6017,??? ?????,7900,408,2,23,27,2,0,0,0,9,1,4,0,0,0,0,0,0,20,39,154,12,0,0,0,0,60,0,0,0,0,0,0,0,0,0,2,0,0,0,20,33
11,6018,??? ?????,7900,404,3,20,18,5,2,0,0,10,0,6,0,0,0,0,0,0,17,48,156,3,0,0,0,0,63,0,0,0,0,0,1,0,1,0,3,0,0,0,21,27
11,6019,??? ?????,7900,390,4,12,27,2,0,0,0,13,0,1,0,0,0,0,0,0,23,70,109,7,0,0,0,0,86,1,0,0,0,0,0,0,0,0,2,0,0,0,18,15
11,6020,??? ?????,7900,346,1,11,18,72,0,0,0,16,0,3,1,0,0,0,0,0,12,28,62,11,0,0,0,0,39,0,0,0,0,1,0,0,0,0,2,0,0,0,60,9
11,6021,??? ?????,7900,370,2,10,26,83,0,0,0,39,0,1,0,1,0,0,0,1,24,27,58,12,0,0,0,0,31,0,0,0,0,0,0,0,0,0,2,0,0,0,41,12
11,6022,??? ?????,7900,318,2,18,22,44,0,0,0,27,0,0,0,0,0,0,0,0,19,24,56,10,1,1,0,0,46,0,0,0,0,0,0,0,0,0,2,1,0,0,41,4
11,6023,??? ?????,7900,363,5,12,22,75,2,0,0,41,0,1,0,0,0,0,0,0,18,33,51,6,0,0,0,0,53,0,0,0,0,0,0,0,0,0,1,0,1,0,25,17
11,6024,??? ?????,7900,389,0,39,14,3,2,0,0,10,0,3,0,0,0,0,0,0,42,14,93,20,0,0,0,0,120,0,0,0,0,0,0,0,0,0,3,0,0,0,6,20
11,6025,??? ?????,7900,459,1,28,40,2,0,0,0,8,0,2,0,0,0,0,0,0,55,23,124,13,0,0,0,0,121,0,0,0,0,0,0,0,0,0,2,0,0,0,7,33
11,6026,??? ?????,7900,405,2,16,23,0,0,0,0,6,0,4,0,0,0,0,0,0,37,26,134,3,0,0,1,0,105,0,0,0,0,0,0,0,0,0,1,0,0,0,16,31
11,6027,??? ?????,7900,407,1,11,31,2,0,0,0,14,0,2,0,0,0,0,0,0,27,34,141,12,0,0,0,0,85,0,0,0,0,0,0,0,0,0,1,0,0,0,12,34
11,6028,??? ?????,7900,410,2,18,21,0,0,0,0,7,0,6,0,0,0,0,0,0,28,42,132,9,0,0,0,0,95,0,0,0,0,0,0,0,0,0,2,0,0,0,15,33
11,6029,??? ?????,7900,389,1,22,21,1,0,0,0,5,0,4,0,0,0,0,0,0,30,55,118,7,0,0,0,0,77,0,0,0,0,0,0,0,0,0,4,0,0,0,16,28
11,6030,??? ?????,7900,301,2,11,10,78,0,0,0,18,0,0,0,0,0,0,0,0,16,24,39,9,0,0,0,0,43,0,0,0,0,0,0,0,0,0,3,0,0,0,39,9
11,6031,??? ?????,7900,493,2,20,59,4,0,0,0,11,0,5,0,0,0,0,0,0,32,28,167,14,0,0,0,0,81,0,0,0,0,0,0,0,0,0,3,0,0,0,15,52
11,6032,??? ?????,7900,478,0,20,36,2,1,0,0,25,0,3,0,0,0,0,0,0,43,26,140,16,0,0,0,0,107,0,0,0,0,0,1,0,0,0,2,0,0,0,12,44
11,6033,??? ?????,7900,480,1,19,52,4,0,0,0,13,0,4,0,0,0,0,0,0,34,24,160,8,0,0,0,0,78,0,0,0,0,0,0,1,0,0,3,0,0,0,37,42
11,6034,??? ?????,7900,479,0,20,47,5,0,0,0,18,0,2,0,0,0,1,0,0,36,28,158,15,0,1,0,0,100,0,0,0,0,0,0,0,0,0,3,0,0,0,17,28
11,6035,??? ?????,7900,488,1,18,45,3,0,0,0,18,0,0,0,0,0,1,0,0,43,39,127,16,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,25,30
11,6036,??? ?????,7900,484,1,24,47,1,0,0,0,14,0,2,0,0,0,0,0,0,43,47,154,10,0,0,0,0,99,0,0,0,0,0,0,0,0,0,1,0,0,0,11,30
11,6037,??? ?????,7900,346,0,12,28,4,0,0,0,32,0,5,0,0,0,0,0,0,20,41,111,1,0,0,0,1,36,0,0,0,0,0,0,0,0,0,3,0,0,0,30,22
11,6038,??? ?????,7900,339,1,10,16,6,0,0,0,35,0,4,0,0,1,0,0,0,19,46,86,8,0,0,0,0,61,0,0,0,0,0,0,0,0,1,2,0,0,0,21,22
11,6039,??? ?????,7900,365,2,18,29,6,0,0,0,20,1,6,0,0,0,0,0,1,11,27,123,5,0,0,0,0,43,0,0,0,0,0,0,0,0,0,2,1,0,0,42,28
11,6040,??? ?????,7900,335,0,11,16,7,0,0,0,10,0,2,0,0,0,0,0,0,12,56,108,7,0,0,0,0,55,0,0,0,0,0,1,0,0,0,5,0,0,0,24,21
11,6041,??? ?????,7900,318,1,17,27,8,0,0,0,27,0,7,0,0,0,0,0,0,13,41,89,3,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20
11,6042,??? ?????,7900,293,0,12,20,1,0,0,0,1,0,3,0,0,0,0,0,0,46,6,62,13,0,0,0,0,102,0,0,0,0,0,0,0,0,0,1,0,0,0,4,22
11,6043,??? ?????,7900,311,0,21,17,0,0,1,0,2,0,1,0,0,0,0,0,0,31,12,80,8,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
11,6044,??? ?????,7900,433,1,40,28,0,0,0,0,1,0,13,0,0,0,0,0,0,41,20,101,18,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,8,37
11,6045,??? ?????,7900,431,1,39,17,1,1,0,0,5,0,7,0,0,0,0,0,0,42,28,88,26,0,0,0,0,126,0,0,0,0,0,0,0,0,0,2,0,0,0,14,34
11,6046,??? ?????,7900,427,3,30,21,0,0,0,0,4,0,4,0,0,0,0,0,0,50,17,106,17,0,0,0,0,134,0,0,0,0,0,0,0,0,0,2,0,0,0,6,33
11,6047,??? ?????,7900,410,0,42,30,1,0,0,0,6,0,9,0,0,0,0,0,0,50,13,97,24,0,0,0,0,99,0,0,0,0,0,0,0,0,0,3,0,0,0,6,30
11,6048,??? ?????,7900,410,2,35,29,0,0,0,0,3,0,4,0,0,0,0,1,0,48,19,76,12,0,0,0,0,147,0,0,0,0,0,0,0,0,0,1,0,0,0,5,28
11,6049,??? ?????,7900,414,0,42,25,0,2,0,0,3,0,6,0,0,0,0,0,0,45,20,77,19,0,0,0,0,115,0,0,0,0,0,0,0,0,0,3,0,0,0,5,52
11,6050,??? ?????,7900,518,2,20,36,3,0,0,0,3,0,7,0,0,0,0,0,0,51,13,131,14,0,0,0,0,185,0,0,0,0,0,0,0,0,0,2,0,0,0,14,37
11,6051,??? ?????,7900,499,1,34,38,0,2,0,0,5,0,6,0,0,0,0,0,0,53,21,86,14,0,0,0,0,187,0,0,0,0,0,0,0,1,0,2,0,0,0,5,44
11,6052,??? ?????,7900,521,3,29,28,0,0,0,0,16,0,4,0,0,0,0,0,1,77,22,131,15,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,5,51
11,6053,??? ?????,7900,487,0,35,37,0,0,0,0,4,0,5,0,0,0,0,0,0,49,27,120,19,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,13,38
11,6054,??? ?????,7900,507,0,47,34,1,0,0,0,9,0,8,0,0,0,0,0,0,52,22,122,17,0,0,0,0,158,0,0,0,0,0,0,0,0,0,2,0,0,0,5,30
11,6055,??? ?????,7900,468,2,3,51,16,0,0,0,115,0,6,0,0,0,0,0,0,11,9,116,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,117,7
11,6056,??? ?????,7900,456,1,5,76,22,0,0,0,134,0,2,0,0,0,0,0,0,5,2,72,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,1,0,107,13
11,6057,??? ?????,7900,492,1,0,67,31,1,0,0,134,0,1,0,0,0,0,0,1,9,8,110,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,114,7
11,6058,??? ?????,7900,495,3,0,55,34,1,0,0,124,0,1,0,0,0,0,0,0,6,1,98,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,1,0,0,147,12
11,6059,??? ?????,7900,473,0,4,58,25,0,0,0,111,0,2,0,0,0,0,0,0,4,4,92,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,142,15
11,6060,??? ?????,7900,510,0,7,108,34,0,0,0,116,0,3,0,0,0,0,0,0,8,6,76,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,133,12
11,6061,??? ?????,7900,468,1,4,61,11,0,0,0,141,0,2,0,0,0,0,0,0,16,10,93,1,0,0,0,0,13,1,0,0,0,0,0,0,0,0,5,0,0,0,94,15
11,6062,??? ?????,7900,424,2,28,30,1,0,0,0,6,0,1,0,0,0,0,0,0,37,24,120,12,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,13,34
11,6063,??? ?????,7900,421,0,21,35,0,0,0,0,3,0,2,0,0,0,0,0,0,35,49,103,21,0,0,0,0,116,0,0,0,0,0,0,0,0,0,2,1,0,0,6,27
11,6064,??? ?????,7900,423,1,25,29,2,0,0,0,7,0,3,0,0,0,0,0,0,46,21,129,7,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,13,37
11,6065,??? ?????,7900,410,1,22,26,0,0,0,0,4,0,4,0,0,0,0,0,0,35,33,118,17,0,0,0,0,101,0,0,0,0,0,0,0,0,0,3,0,0,0,10,36
11,6066,??? ?????,7900,421,2,27,25,3,1,0,0,8,0,6,0,0,0,0,0,0,46,36,85,14,0,0,0,0,127,0,0,0,0,0,0,0,0,0,4,1,0,0,12,24
11,6067,??? ?????,7900,376,1,23,32,0,0,0,0,7,0,2,0,0,0,0,0,0,50,19,120,16,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,1,0,0,7,26
11,6068,??? ?????,7900,366,0,8,28,1,0,0,0,8,0,7,0,0,0,0,0,0,53,17,118,13,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,11,24
11,6069,??? ?????,7900,369,1,32,17,2,1,0,0,2,0,5,0,0,0,0,0,0,41,9,111,11,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,10,36
11,6070,??? ?????,7900,352,1,13,23,6,1,0,0,8,0,3,0,0,0,0,0,0,32,20,120,7,0,1,0,0,73,0,0,0,0,0,0,0,0,0,1,0,0,0,14,29
11,6071,??? ?????,7900,364,2,14,25,4,0,0,0,16,0,1,0,0,0,0,0,0,45,28,102,10,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,15,31
11,6072,??? ?????,7900,375,1,12,40,1,0,0,0,18,1,6,0,0,0,0,0,0,32,33,131,7,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,12,25
11,6073,??? ?????,7900,345,0,8,25,7,0,0,0,10,0,9,0,0,0,0,0,0,26,50,102,11,0,0,0,0,57,1,0,0,0,0,0,0,0,0,4,0,0,0,6,29
11,6074,??? ?????,7900,504,0,26,48,0,0,0,0,9,0,5,0,1,0,0,0,0,52,28,157,8,0,0,0,0,118,0,0,0,0,0,0,0,0,0,2,0,0,0,14,36
11,6075,??? ?????,7900,498,0,26,46,1,0,0,0,11,0,1,0,0,0,0,0,2,53,22,144,7,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,1,0,0,10,61
11,6076,??? ?????,7900,477,0,31,43,2,0,0,0,11,1,5,0,0,0,0,0,0,36,41,123,6,0,0,0,0,124,0,0,0,0,0,0,0,0,0,3,0,0,0,16,35
11,6077,??? ?????,7900,440,0,35,29,0,0,0,0,4,0,8,0,0,0,0,0,0,62,22,103,19,0,0,0,0,123,0,0,0,0,0,0,0,0,0,1,0,0,0,3,31
11,6078,??? ?????,7900,434,3,35,30,0,0,1,0,4,0,5,0,0,0,0,0,0,58,20,74,12,0,0,0,0,154,0,0,0,0,0,0,0,0,0,1,0,0,0,1,36
11,6079,??? ?????,7900,442,0,32,27,1,0,0,0,6,0,6,0,0,0,0,0,0,60,28,77,17,0,0,0,0,147,0,0,0,0,0,0,0,0,0,1,0,0,0,11,29
11,6080,??? ?????,7900,443,0,27,38,0,0,0,0,7,0,6,0,0,0,0,0,0,34,27,102,19,0,0,0,0,148,0,0,0,0,0,0,0,0,0,1,0,0,0,9,25
11,6081,??? ?????,7900,438,4,27,19,0,0,0,0,11,0,5,0,0,0,0,0,0,53,20,100,14,0,0,0,0,143,0,0,0,0,0,0,0,0,0,2,0,0,0,8,32
11,6082,??? ?????,7900,452,0,37,27,0,0,0,0,4,1,7,0,0,0,0,0,0,43,28,103,19,0,0,0,0,151,0,0,0,0,0,0,1,0,0,1,0,0,0,8,22
11,6083,??? ?????,7900,395,2,16,30,0,1,0,0,31,0,11,0,0,0,0,1,0,44,15,103,11,0,0,0,0,76,0,0,0,0,0,0,0,0,0,1,0,0,0,29,24
11,6084,??? ?????,7900,394,1,20,22,5,0,0,0,22,0,3,0,0,0,0,0,0,23,22,146,5,2,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,22,28
11,6085,??? ?????,7900,387,1,9,46,0,0,0,0,11,0,4,0,0,0,0,0,0,32,30,103,4,0,0,0,0,93,0,0,0,0,0,0,0,1,0,2,0,0,0,15,36
11,6086,??? ?????,7900,394,3,10,28,1,0,0,0,16,0,5,0,0,0,0,0,0,33,32,106,10,0,0,0,0,95,0,0,0,0,0,0,0,0,0,1,0,0,0,11,43
11,6087,??? ?????,7900,456,1,31,28,0,0,0,0,3,0,6,0,0,0,0,0,0,58,24,95,18,0,0,0,0,146,0,0,0,0,0,0,0,0,1,0,0,0,0,8,37
11,6088,??? ?????,7900,457,0,43,32,0,0,0,0,3,0,4,0,0,0,0,0,0,34,17,104,18,0,0,0,0,145,0,0,0,0,0,0,0,0,0,2,0,0,0,13,42
11,6089,??? ?????,7900,462,0,30,25,1,0,0,0,1,0,8,0,0,0,0,0,0,60,17,111,16,0,1,0,0,147,0,0,0,0,0,0,0,0,0,0,1,0,0,4,40
11,6090,??? ?????,7900,451,1,28,33,1,0,0,0,4,0,11,0,0,0,0,0,0,40,20,91,19,0,0,0,0,163,0,0,0,0,0,0,0,0,0,1,1,0,0,6,32
11,6091,??? ?????,7900,442,2,24,44,0,0,0,0,9,0,3,0,0,0,0,0,0,39,27,109,16,1,0,0,0,125,0,0,0,0,0,0,0,0,0,1,0,0,0,9,33
11,6092,??? ?????,7900,444,1,33,28,0,1,0,0,2,0,5,0,0,0,0,0,0,35,26,96,11,0,0,0,0,142,0,0,0,0,0,0,0,0,0,3,0,0,0,12,49
11,6093,??? ?????,7900,452,1,32,24,0,0,0,0,2,0,8,0,0,0,0,0,0,56,27,90,20,0,0,0,0,143,0,0,0,0,0,0,0,0,0,3,0,0,0,4,42
11,6094,??? ?????,7900,481,3,35,49,1,0,0,0,17,0,7,0,0,0,0,0,0,39,31,139,15,0,0,0,0,98,0,0,0,0,0,0,0,0,0,1,0,0,0,28,18
11,6095,??? ?????,7900,382,0,12,56,0,0,0,0,24,0,4,0,0,0,0,0,0,19,22,119,9,0,0,0,0,81,0,0,0,0,0,0,0,0,0,1,0,0,0,7,28
