Committee num,Barzel,Name,Symbol,Voters,Invalid,Avoda,1,Habait Hayehudi,Yahadut Hatora,Balad,Hadash Taal,2,3,4,5,Tziyonut Detit,6,7,8,9,10,Hamahane Hamamlahti,ך,Yisrael Beytenu,Likud,Meretz,11,12,13,14,15,16,Raam,Yesh Atid,17,18,19,20,21,22,23,24,25,Shas,26
2,1041,?,2610,403,5,4,0,15,29,0,0,0,0,0,0,85,0,2,0,0,0,28,0,21,111,0,0,0,0,0,2,2,0,38,0,0,0,1,0,1,1,4,1,53,0
2,1042,?,2610,278,1,0,0,2,86,0,0,0,0,0,0,26,0,0,0,0,0,5,0,51,52,0,0,0,0,0,0,0,0,21,0,1,0,0,0,0,0,0,0,33,0
2,1043,?,2610,333,3,2,1,23,17,0,0,0,0,0,0,111,0,0,0,0,0,23,0,18,84,1,0,0,0,0,0,0,0,21,0,2,0,0,0,0,0,0,0,27,0
2,1044,?,2610,438,2,4,0,7,28,0,0,0,0,0,0,69,0,0,0,0,0,25,0,27,184,2,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,2,1,73,0
2,1045,?,2610,418,4,5,2,7,40,0,0,0,0,0,0,76,0,4,0,0,0,24,0,28,125,2,0,0,0,0,0,0,0,24,0,3,0,1,1,0,0,2,0,70,0
2,1046,?,2610,293,1,1,0,2,8,0,0,0,0,0,0,43,0,2,0,0,0,16,0,5,156,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,45,0
2,1047,?,2610,287,0,2,0,0,8,0,0,0,0,0,0,45,0,1,0,0,0,19,0,11,132,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,60,0
2,1048,?,2610,272,3,3,0,0,13,0,0,0,0,0,0,37,0,0,0,0,0,7,0,12,118,4,0,0,0,0,0,0,0,21,0,1,1,0,0,0,0,1,0,51,0
2,1049,?,2610,401,2,6,0,4,4,0,1,0,0,0,0,72,0,1,0,0,0,23,0,23,186,1,0,0,0,0,1,0,1,29,0,0,0,0,0,0,0,0,0,47,0
2,1050,?,2610,335,2,5,0,0,14,1,1,0,0,0,0,40,0,2,0,0,0,14,0,7,188,1,0,0,0,0,0,0,0,11,0,1,0,0,0,0,1,0,0,47,0
2,1051,?,2610,313,4,9,0,0,16,0,1,0,0,0,0,56,0,0,0,0,0,14,0,20,116,0,1,0,0,1,0,0,1,24,0,0,1,0,0,0,0,0,0,49,0
2,1052,?,2610,320,2,6,0,2,8,0,0,0,0,0,0,39,0,0,0,0,0,31,0,23,139,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1,0,0,0,51,0
5,2095,?,248,393,1,49,1,1,0,1,0,0,0,0,0,19,0,3,0,0,0,54,0,14,45,20,0,0,0,1,0,0,0,177,0,0,0,0,0,0,0,7,0,0,0
17,9615,?,747,425,4,5,0,4,6,0,0,0,0,0,0,86,0,3,0,0,0,17,0,5,175,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,2,0,105,1
10,4615,?,252,87,0,9,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,4,10,6,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0
2,1070,?,3780,485,1,1,0,0,276,0,0,0,0,0,0,40,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,157,0
2,1071,?,3780,465,3,0,0,0,114,0,0,0,0,0,0,53,0,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,0
2,1072,?,3780,396,4,0,0,0,226,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,111,0
2,1073,?,3780,376,3,0,0,0,192,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,126,0
2,1074,?,3780,414,0,0,1,0,303,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,79,0
2,1075,?,3780,452,4,1,0,0,234,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,156,0
2,1076,?,3780,530,2,0,3,4,160,0,0,0,0,0,0,45,0,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,298,0
2,1077,?,3780,554,7,0,0,1,328,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,176,0
2,1078,?,3780,543,3,0,1,0,149,0,0,0,0,0,0,44,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,0
2,1079,?,3780,517,1,1,1,0,144,0,0,0,0,0,0,64,0,0,0,0,0,1,0,1,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,296,0
2,1080,?,3780,545,3,0,0,1,244,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,225,0
2,1081,?,3780,531,5,0,0,0,242,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,211,0
2,1082,?,3780,411,2,0,0,1,197,0,0,0,0,0,0,52,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,146,0
2,1083,?,3780,382,1,0,0,0,225,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0
2,1084,?,3780,546,2,0,0,1,283,0,1,0,0,0,0,47,0,0,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,194,0
2,1085,?,3780,531,2,0,1,0,250,0,0,0,0,0,0,54,0,1,0,0,0,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0
2,1086,?,3780,542,7,1,1,2,304,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0
2,1087,?,3780,511,2,1,0,2,331,0,0,0,0,0,0,34,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0
2,1088,?,3780,468,6,0,0,0,229,0,0,0,0,0,0,36,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0
2,1089,?,3780,466,4,1,0,2,320,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0
2,1090,?,3780,494,3,0,0,0,168,0,0,0,0,0,0,39,0,0,0,0,0,1,0,1,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,269,0
2,1091,?,3780,481,0,1,1,1,220,0,0,0,0,0,0,42,0,1,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,208,0
2,1092,?,3780,465,2,0,0,1,328,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,93,0
2,1093,?,3780,487,2,0,1,0,343,0,0,0,0,0,0,22,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0
2,1094,?,3780,567,7,0,0,1,320,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0
2,1095,?,3780,463,3,0,1,2,341,0,0,0,0,0,0,16,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0
2,1096,?,3780,465,1,1,0,1,331,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0
2,1097,?,3780,452,4,0,0,0,306,0,0,0,0,0,0,39,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0
2,1098,?,3780,474,1,0,0,2,370,0,0,0,0,0,0,32,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,63,0
2,1099,?,3780,340,0,0,0,0,207,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,108,0
2,1100,?,3780,336,1,0,0,0,230,0,0,0,0,0,0,35,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0
2,1101,?,3780,520,4,0,0,0,296,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0
2,1102,?,3780,496,1,0,0,0,328,0,0,0,0,0,0,48,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0
2,1103,?,3780,495,4,0,0,1,264,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,184,0
2,1104,?,3780,499,5,0,0,0,304,0,0,0,0,0,0,46,0,2,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0
2,1105,?,3780,471,8,0,0,0,337,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0
2,1106,?,3780,491,1,0,0,0,342,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0
2,1107,?,3780,513,6,0,0,0,371,0,0,0,0,0,0,36,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0
2,1108,?,3780,500,4,0,0,0,318,0,0,0,0,1,0,28,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,1
2,1109,?,3780,509,4,0,0,0,378,0,0,0,0,0,0,39,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0
2,1110,?,3780,489,5,0,0,0,363,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,101,0
2,1111,?,3780,590,8,0,0,0,370,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0
2,1112,?,3780,583,4,0,0,0,475,0,0,0,0,0,0,24,0,0,0,0,0,1,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0
2,1113,?,3780,582,4,0,0,0,327,0,0,0,0,0,0,36,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,204,0
2,1114,?,3780,584,2,0,0,1,407,0,0,0,0,0,0,50,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,117,0
2,1115,?,3780,550,2,0,0,0,443,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,86,0
2,1116,?,3780,433,8,0,0,1,278,0,0,0,0,0,0,47,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0
2,1117,?,3780,422,1,0,0,0,264,0,0,0,0,0,0,39,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,112,0
2,1118,?,3780,431,2,0,1,0,301,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0
5,2147,?,94,321,1,30,0,4,0,0,0,0,0,0,0,25,0,0,0,0,0,77,0,12,44,16,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,1,0,3,0
13,6776,?,760,491,1,0,0,6,5,0,0,0,0,0,0,82,0,0,0,0,0,11,0,2,246,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,1,0,129,1
6,2475,?,712,399,2,25,3,4,10,0,0,0,0,0,0,23,0,1,0,0,0,96,1,3,81,24,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,8,0,7,0
12,5917,?,1084,166,0,14,0,2,0,0,1,0,0,0,0,8,0,0,0,0,0,25,0,3,29,8,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,2,0,3,0
12,5918,?,2013,467,0,34,0,0,1,0,0,0,0,0,0,37,0,0,0,0,0,73,0,9,97,40,0,0,0,0,0,0,0,167,0,1,0,0,0,0,0,3,0,5,0
15,7596,?,6100,311,1,3,0,0,34,0,0,0,0,0,0,46,1,0,0,0,0,22,0,6,74,7,0,0,0,0,0,0,0,28,0,1,0,0,0,0,0,1,0,86,1
15,7597,?,6100,336,2,9,2,1,21,0,0,0,0,0,0,35,0,2,0,0,0,20,0,13,54,1,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,140,0
15,7598,?,6100,314,6,4,0,1,43,1,0,0,1,0,0,35,0,4,0,0,0,10,0,13,58,3,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,3,0,97,0
15,7599,?,6100,454,0,0,0,0,120,0,0,0,0,0,0,30,0,2,0,0,0,4,0,6,52,1,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,232,0
15,7600,?,6100,442,4,3,1,1,150,0,0,0,0,0,0,27,0,1,0,0,0,2,0,6,58,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,178,1
15,7601,?,6100,484,0,4,0,0,149,0,0,0,0,0,0,33,0,0,0,0,0,4,0,5,51,3,0,0,2,0,0,0,0,8,0,1,0,0,0,0,0,0,0,224,0
15,7602,?,6100,505,6,2,1,1,172,0,0,0,0,0,0,35,0,0,0,0,0,4,0,1,65,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,209,0
15,7603,?,6100,469,1,2,0,0,122,0,1,0,0,0,0,29,0,2,0,0,0,7,0,6,42,1,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,242,0
15,7604,?,6100,479,5,1,1,0,219,0,0,0,0,0,0,37,0,0,0,0,0,5,0,5,42,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,153,0
15,7605,?,6100,442,4,0,1,1,192,0,0,0,0,0,0,33,0,0,0,0,0,2,0,2,25,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,180,0
15,7606,?,6100,451,2,0,1,1,155,0,0,0,0,0,0,13,0,0,0,0,0,1,0,1,21,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,254,0
15,7607,?,6100,435,4,1,1,0,183,0,0,0,0,0,0,35,0,0,0,0,0,2,0,0,18,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,187,0
15,7608,?,6100,451,1,1,0,0,243,0,0,0,0,0,0,36,0,1,0,0,0,3,0,2,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,148,0
15,7609,?,6100,521,0,0,0,2,241,0,0,0,0,0,0,21,0,0,0,0,0,2,0,0,22,0,0,0,1,0,0,0,1,7,0,1,0,0,0,0,0,0,0,223,0
15,7610,?,6100,367,0,1,0,1,110,0,0,0,0,0,0,27,0,0,0,0,0,3,0,2,49,4,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,163,0
15,7611,?,6100,448,1,2,0,3,179,0,1,0,0,0,0,19,0,0,0,0,0,4,0,6,43,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,188,0
15,7612,?,6100,588,1,2,0,1,91,0,0,0,0,0,0,40,0,0,0,0,0,0,0,2,31,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,417,0
15,7613,?,6100,460,4,0,0,0,183,0,0,0,0,0,0,35,0,0,0,0,0,2,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0
15,7614,?,6100,573,6,5,0,2,216,1,0,0,0,0,0,38,0,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,287,0
15,7615,?,6100,457,3,0,0,1,150,0,0,0,0,0,0,26,0,0,0,0,0,5,0,2,18,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,249,0
15,7616,?,6100,467,3,5,0,1,114,0,0,0,0,0,0,27,0,0,0,0,0,5,0,6,67,1,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,230,0
15,7617,?,6100,449,6,1,0,1,167,0,0,0,0,0,0,36,0,0,0,0,0,7,0,12,54,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,1,0,0,155,0
15,7618,?,6100,439,1,1,0,1,111,0,0,0,0,0,0,34,0,0,0,0,0,10,0,8,56,1,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,203,0
15,7619,?,6100,437,4,2,0,1,122,0,0,0,0,0,0,34,0,0,0,0,0,5,0,13,56,4,0,0,0,0,0,0,0,10,0,1,1,0,0,0,0,2,0,182,0
15,7620,?,6100,419,5,2,0,0,181,0,0,0,0,0,0,32,0,0,0,0,0,4,0,6,50,1,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,127,0
15,7621,?,6100,417,3,1,0,2,99,1,0,0,0,0,0,28,0,0,0,0,1,12,0,4,79,4,0,0,0,0,0,1,0,14,0,0,0,1,1,0,0,1,0,164,1
15,7622,?,6100,278,3,2,1,0,47,0,0,0,0,0,0,23,0,1,0,0,0,9,0,16,59,2,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,99,0
15,7623,?,6100,286,3,0,1,1,78,0,0,0,0,0,0,23,1,3,0,0,0,5,1,6,64,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,91,0
15,7624,?,6100,453,0,1,1,0,133,0,0,0,0,0,0,33,0,1,0,0,0,8,0,26,88,2,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,1,1,137,0
15,7625,?,6100,441,7,3,3,4,69,0,0,0,0,0,1,56,0,1,0,0,0,12,0,11,88,1,0,0,0,0,0,0,0,20,1,1,1,0,0,0,0,2,0,160,0
15,7626,?,6100,410,1,2,0,1,152,0,0,0,0,0,0,35,0,0,0,0,0,4,0,1,12,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,198,0
15,7627,?,6100,529,5,2,0,0,103,0,0,0,0,0,0,35,0,0,0,0,0,3,0,3,27,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,345,0
15,7628,?,6100,373,0,1,0,0,131,0,0,0,0,0,0,22,0,0,0,0,0,2,0,3,15,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,195,0
15,7629,?,6100,576,2,0,2,0,241,0,0,0,0,0,0,30,0,0,0,0,0,2,0,0,20,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,277,0
15,7630,?,6100,568,4,1,0,0,202,0,0,0,0,0,0,24,0,1,0,0,0,2,0,0,15,4,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,311,0
15,7631,?,6100,565,5,1,1,0,233,0,0,0,0,0,0,41,0,0,0,0,1,0,0,0,25,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,256,0
15,7632,?,6100,502,0,1,0,2,103,0,1,0,0,0,0,49,0,1,0,0,0,4,0,7,71,2,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,247,0
15,7633,?,6100,541,1,0,0,1,293,0,0,0,0,0,0,17,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,223,0
15,7634,?,6100,570,8,0,0,0,427,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,118,0
15,7635,?,6100,569,4,0,0,0,313,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0
15,7636,?,6100,521,1,0,1,1,294,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,200,0
15,7637,?,6100,544,7,0,0,0,403,0,0,0,0,0,0,16,0,0,0,0,0,1,0,0,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,107,0
15,7638,?,6100,517,3,0,0,0,368,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,135,0
15,7639,?,6100,500,5,0,0,0,332,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0
15,7640,?,6100,508,1,0,0,0,397,0,0,0,0,0,0,17,0,0,0,0,0,0,0,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,82,0
15,7641,?,6100,493,2,0,0,1,335,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,138,0
15,7642,?,6100,495,5,0,0,0,362,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0
15,7643,?,6100,502,7,0,0,0,422,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0
15,7644,?,6100,537,2,0,0,0,375,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,134,0
15,7645,?,6100,497,5,1,0,0,395,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,72,0
15,7646,?,6100,530,5,0,0,1,315,0,0,0,0,0,0,29,0,0,0,0,0,1,0,0,13,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,162,0
15,7647,?,6100,506,2,0,0,1,331,0,0,0,0,0,0,18,0,0,0,0,0,1,0,0,16,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,133,0
15,7648,?,6100,520,2,0,0,0,362,0,0,0,0,0,0,10,0,0,0,0,0,2,0,0,10,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,129,0
15,7649,?,6100,539,1,0,0,0,410,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0
15,7650,?,6100,436,5,0,0,0,298,0,0,0,0,0,0,15,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,107,0
15,7651,?,6100,530,6,0,0,0,352,0,0,0,0,0,0,6,0,0,0,0,0,1,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,158,0
15,7652,?,6100,518,2,0,0,0,400,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,106,0
15,7653,?,6100,564,3,0,0,0,388,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0
15,7654,?,6100,512,6,0,0,2,332,0,0,0,0,0,0,14,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0
15,7655,?,6100,506,2,0,0,0,366,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0
15,7656,?,6100,480,8,0,0,0,382,0,0,0,0,0,0,11,0,0,0,0,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0
15,7657,?,6100,541,3,1,0,0,316,0,0,0,0,0,0,18,0,0,0,0,0,1,0,0,16,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,183,0
15,7658,?,6100,535,4,0,0,0,249,0,0,0,0,0,0,33,0,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,225,0
15,7659,?,6100,541,4,2,0,3,318,0,0,0,0,0,0,28,0,0,0,0,0,3,0,0,13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,166,2
15,7660,?,6100,452,3,0,0,0,254,0,0,0,0,0,0,26,0,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0
15,7661,?,6100,464,0,1,1,3,253,0,0,0,0,0,0,30,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,168,0
15,7662,?,6100,591,4,0,0,0,424,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0
15,7663,?,6100,561,2,1,1,1,442,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0
15,7664,?,6100,534,3,1,0,0,278,0,0,0,0,0,0,40,0,0,0,0,0,4,0,0,20,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,184,0
15,7665,?,6100,456,4,1,0,0,341,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0
15,7666,?,6100,500,7,0,0,1,414,0,1,0,0,0,0,13,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0
15,7667,?,6100,471,5,0,0,0,349,0,0,0,0,0,0,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0
15,7668,?,6100,444,10,0,2,0,316,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0
15,7669,?,6100,461,7,0,0,0,364,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0
15,7670,?,6100,465,12,1,0,0,394,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0
15,7671,?,6100,528,4,0,0,1,241,0,0,0,0,0,0,37,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,232,0
15,7672,?,6100,444,1,0,1,0,224,0,0,0,0,0,0,24,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,176,0
15,7673,?,6100,466,2,1,0,0,227,0,0,0,0,0,0,43,0,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0
